Date,Open,High,Low,Close,Adj Close
2023-08-01,9845.22,9857.56,9821.14,9840.71,9840.71
2023-07-31,9857.87,9878.08,9832.82,9866.77,9866.77
2023-07-28,9816.58,9869.01,9812.91,9852.01,9852.01
2023-07-27,9885.51,9904.29,9736.66,9754.72,9754.72
2023-07-26,9800.35,9850.08,9776.2,9817.11,9817.11
2023-07-25,9792.12,9846.77,9786.23,9818.49,9818.49
2023-07-24,9766.57,9809.6,9762.54,9790.76,9790.76
2023-07-21,9780.98,9791.34,9750.34,9751.26,9751.26
2023-07-20,9790.04,9811.92,9732.84,9748.1,9748.1
2023-07-19,9809.48,9839.05,9795.75,9813.46,9813.46
2023-07-18,9718.86,9805.91,9704.05,9790.2,9790.2
2023-07-17,9691.08,9742.65,9683.01,9721.03,9721.03
2023-07-14,9703.44,9731.66,9671.32,9683.69,9683.69
2023-07-13,9653.45,9708.93,9648.94,9693.3,9693.3
2023-07-12,9601.27,9645.29,9591.99,9610.87,9610.87
2023-07-11,9489,9549.1,9474.11,9539.95,9539.95
2023-07-10,9443.04,9482.3,9434.02,9475.9,9475.9
2023-07-07,9465.11,9542.1,9449.77,9453.1,9453.1
2023-07-06,9502.42,9502.42,9421.74,9478.73,9478.73
2023-07-05,9543.41,9569.24,9532.73,9553.69,9553.69
2023-07-03,9560.37,9572.95,9542.76,9571.35,9571.35
2023-06-30,9499.66,9577.07,9499.66,9559.67,9559.67
2023-06-29,9397.29,9447.54,9391.26,9443.46,9443.46
2023-06-28,9380.14,9429.07,9364.95,9400.3,9400.3
2023-06-27,9315.47,9416.53,9310.4,9403.62,9403.62
2023-06-26,9331.52,9368.51,9295.73,9297.12,9297.12
2023-06-23,9351.37,9377.85,9324.09,9338.84,9338.84
2023-06-22,9353.95,9411.56,9346.65,9410.83,9410.83
2023-06-21,9405.96,9419.18,9363.29,9375.21,9375.21
2023-06-20,9439.91,9448.52,9378.63,9424.02,9424.02
2023-06-16,9536.14,9549.2,9464.85,9468.81,9468.81
2023-06-15,9373.61,9531.96,9368.58,9503.53,9503.53
2023-06-14,9374.02,9428.71,9313.27,9387.54,9387.54
2023-06-13,9342.46,9391.15,9335.45,9377.65,9377.65
2023-06-12,9247.01,9314.95,9238.64,9312.72,9312.72
2023-06-09,9239.63,9277.62,9211.53,9226.7,9226.7
2023-06-08,9161.71,9224.04,9145.35,9215.86,9215.86
2023-06-07,9196.66,9226.09,9150.59,9158.14,9158.14
2023-06-06,9166.08,9202.45,9148.44,9192.91,9192.91
2023-06-05,9190.82,9225.7,9156.32,9171.09,9171.09
2023-06-02,9100.6,9207,9100.6,9189.34,9189.34
2023-06-01,8975.67,9081.4,8951.25,9057.17,9057.17
2023-05-31,8990.57,9000.53,8937.83,8967.16,8967.16
2023-05-30,9065.83,9075.07,8991.85,9020.39,9020.39
2023-05-26,8913.93,9035.18,8913.93,9019.64,9019.64
2023-05-25,8912.35,8933.73,8856.82,8902.84,8902.84
2023-05-24,8863.27,8863.27,8801.38,8825.26,8825.26
2023-05-23,8957.13,8976.15,8883.72,8890.16,8890.16
2023-05-22,8986.91,9025.98,8963.5,8990.89,8990.89
2023-05-19,9014.55,9033.26,8963.2,8988.46,8988.46
2023-05-18,8914.71,9009.97,8905.93,9001.25,9001.25
2023-05-17,8838.43,8928.07,8818.65,8915.43,8915.43
2023-05-16,8847.64,8863.8,8808.88,8808.95,8808.95
2023-05-15,8844.39,8875.66,8809.43,8865.03,8865.03
2023-05-12,8868.66,8879.79,8784.48,8837.68,8837.68
2023-05-11,8853.16,8854.35,8804.17,8849.69,8849.69
2023-05-10,8875.92,8898.17,8780.13,8862.85,8862.85
2023-05-09,8833.92,8846.82,8817.85,8823.05,8823.05
2023-05-08,8860.56,8871.81,8832.5,8863.01,8863.01
2023-05-05,8748.52,8881.91,8748.52,8858.86,8858.86
2023-05-04,8743.36,8743.49,8670.07,8697.68,8697.68
2023-05-03,8827.4,8882.12,8755.91,8759.95,8759.95
2023-05-02,8916.93,8916.93,8758.01,8821.59,8821.59
2023-05-01,8922.62,8965.5,8917.07,8924.92,8924.92
2023-04-28,8842.32,8929.38,8837.96,8928.35,8928.35
2023-04-27,8725.73,8860.49,8725.73,8854.32,8854.32
2023-04-26,8752.27,8756.11,8670.05,8684.19,8684.19
2023-04-25,8834.96,8834.96,8717.45,8717.63,8717.63
2023-04-24,8846.65,8868.67,8816.14,8857.3,8857.3
2023-04-21,8846.81,8859.38,8807.75,8849.76,8849.76
2023-04-20,8843.09,8881.72,8809.03,8841.62,8841.62
2023-04-19,8861.08,8910.29,8850.91,8893.6,8893.6
2023-04-18,8914.46,8925.5,8863.48,8894.35,8894.35
2023-04-17,8856.45,8887.25,8826.8,8886.76,8886.76
2023-04-14,8862.6,8911.92,8804.99,8857.31,8857.31
2023-04-13,8776.82,8884.08,8775.55,8875.65,8875.65
2023-04-12,8821.82,8848.74,8747.48,8758.11,8758.11
2023-04-11,8797.17,8827.07,8780.74,8794.29,8794.29
2023-04-10,8743.48,8794.85,8716.47,8794.65,8794.65
2023-04-06,8734.62,8790.63,8710.43,8785.7,8785.7
2023-04-05,8761.38,8772.27,8714.42,8752.54,8752.54
2023-04-04,8831.98,8842.79,8743.95,8773.31,8773.31
2023-04-03,8775.93,8830.13,8769.01,8823.66,8823.66
2023-03-31,8677.48,8794.21,8677.48,8791.13,8791.13
2023-03-30,8656.96,8680.26,8625.74,8665.7,8665.7
2023-03-29,8554.79,8621.14,8554.79,8615.29,8615.29
2023-03-28,8500.47,8511.14,8452.25,8494.35,8494.35
2023-03-27,8519.09,8563.8,8492.86,8507.54,8507.54
2023-03-24,8425.57,8497.13,8361.96,8493.55,8493.55
2023-03-23,8468.3,8571.84,8382.41,8445.87,8445.87
2023-03-22,8559.17,8638.92,8418.94,8420.02,8420.02
2023-03-21,8502.61,8573.55,8492.92,8560.31,8560.31
2023-03-20,8377.06,8460.76,8375.81,8449.98,8449.98
2023-03-17,8465.14,8465.14,8342.44,8375.21,8375.21
2023-03-16,8294.4,8476.81,8263.13,8468.33,8468.33
2023-03-15,8288.5,8325.91,8206.36,8320.96,8320.96
2023-03-14,8325.14,8417.64,8281.61,8379.16,8379.16
2023-03-13,8197.26,8345.9,8141.26,8241.39,8241.39
2023-03-10,8363.03,8408.51,8221.43,8253.65,8253.65
2023-03-09,8545.91,8586.83,8354.35,8374.25,8374.25
2023-03-08,8520.79,8548,8483.23,8530.33,8530.33
2023-03-07,8649.77,8653.08,8504.65,8517.54,8517.54
2023-03-06,8664.26,8714.12,8641.77,8649.88,8649.88
2023-03-03,8541.9,8649.27,8537.34,8643.61,8643.61
2023-03-02,8414.4,8525.82,8392.18,8505.55,8505.55
2023-03-01,8465.77,8483.64,8414.22,8440.25,8440.25
2023-02-28,8494.82,8538.21,8477.31,8479.8,8479.8
2023-02-27,8526.38,8580.97,8486.35,8504.76,8504.76
2023-02-24,8484.5,8495.2,8420.19,8477.66,8477.66
2023-02-23,8580.98,8601.68,8476.21,8567.57,8567.57
2023-02-22,8544.46,8577.09,8491.41,8521.45,8521.45
2023-02-21,8652.19,8652.19,8530.5,8534.73,8534.73
2023-02-17,8705.57,8714.37,8642.77,8709.21,8709.21
2023-02-16,8783.7,8830.08,8729.79,8731.75,8731.75
2023-02-15,8793.05,8853.74,8760.19,8853.02,8853.02
2023-02-14,8806.19,8876.21,8738.57,8826.32,8826.32
2023-02-13,8740.95,8831.13,8732.54,8827.72,8827.72
2023-02-10,8680.51,8734.75,8663.67,8726.47,8726.47
2023-02-09,8839.38,8864.32,8680.36,8705.58,8705.58
2023-02-08,8857.72,8864.85,8768.64,8781.79,8781.79
2023-02-07,8754.84,8906.55,8719,8879.91,8879.91
2023-02-06,8785,8795.56,8729.78,8766.9,8766.9
2023-02-03,8820.9,8918.01,8792.57,8820.47,8820.47
2023-02-02,8867.41,8945.67,8831.59,8912.35,8912.35
2023-02-01,8678.01,8845.44,8610.12,8782.77,8782.77
2023-01-31,8573,8692.54,8573,8691.88,8691.88
2023-01-30,8633.43,8664.08,8561.61,8566.28,8566.28
2023-01-27,8642.11,8728.1,8631.41,8678.01,8678.01
2023-01-26,8604.37,8658.7,8555.87,8656.26,8656.26
2023-01-25,8489.97,8568.15,8418.66,8561.4,8561.4
2023-01-24,8530.45,8577.64,8504.98,8562.87,8562.87
2023-01-23,8479.93,8610.19,8467.03,8568.77,8568.77
2023-01-20,8332.64,8468.72,8308.93,8468.15,8468.15
2023-01-19,8338.42,8362.07,8282.44,8310.75,8310.75
2023-01-18,8530.07,8555.14,8369.1,8373.66,8373.66
2023-01-17,8523.75,8557.82,8492.45,8506.03,8506.03
2023-01-13,8441.28,8533.67,8414.82,8523.32,8523.32
2023-01-12,8477.16,8519.97,8392.21,8489.08,8489.08
2023-01-11,8379.77,8459.75,8372.39,8459.18,8459.18
2023-01-10,8286.29,8352.9,8262.26,8351.68,8351.68
2023-01-09,8333.71,8418.27,8290.33,8293.8,8293.8
2023-01-06,8145.84,8322.29,8117.02,8298.61,8298.61
2023-01-05,8180.54,8180.54,8101.11,8113.15,8113.15
2023-01-04,8180.57,8249.83,8129.63,8207.42,8207.42
2023-01-03,8207.69,8260.15,8082.33,8145.6,8145.6
2022-12-30,8155.8,8178.43,8094.62,8178.02,8178.02
2022-12-29,8105,8217.23,8105,8198.36,8198.36
2022-12-28,8155.29,8195.15,8052.17,8056.62,8056.62
2022-12-27,8184.57,8191.44,8120.49,8154.57,8154.57
2022-12-23,8123.81,8189.17,8085.5,8187.06,8187.06
2022-12-22,8204.8,8204.8,8015.83,8139.07,8139.07
2022-12-21,8175.51,8282.66,8175.51,8258.43,8258.43
2022-12-20,8112.55,8171.48,8081.15,8136.3,8136.3
2022-12-19,8204.48,8206.76,8090.05,8127.57,8127.57
2022-12-16,8282.96,8282.96,8148.84,8200.9,8200.9
2022-12-15,8425.91,8425.91,8257.95,8292.64,8292.64
2022-12-14,8547.01,8626.81,8440.84,8503.97,8503.97
2022-12-13,8659.91,8727.13,8498.02,8554.1,8554.1
2022-12-12,8382.76,8491.94,8374.48,8491.86,8491.86
2022-12-09,8414.39,8463,8369.61,8372.26,8372.26
2022-12-08,8400.46,8456.48,8375.12,8433.9,8433.9
2022-12-07,8368.36,8420.06,8345.89,8369.74,8369.74
2022-12-06,8504.08,8512.79,8336.63,8385.16,8385.16
2022-12-05,8620.33,8621.24,8477.14,8507.34,8507.34
2022-12-02,8594.2,8680.81,8568.1,8662.23,8662.23
2022-12-01,8693.84,8720.33,8617.47,8671.9,8671.9
2022-11-30,8417.59,8678,8377.15,8678,8678
2022-11-29,8428.04,8455.16,8373.29,8415.27,8415.27
2022-11-28,8516.51,8530.3,8410.66,8427.95,8427.95
2022-11-25,8554.64,8576.7,8549.11,8560.09,8560.09
2022-11-23,8504.95,8576.14,8501.69,8562.27,8562.27
2022-11-22,8429.78,8515.62,8412.51,8511.48,8511.48
2022-11-21,8411.08,8422.88,8362,8397.23,8397.23
2022-11-18,8433.98,8459.48,8366.68,8429.01,8429.01
2022-11-17,8328.98,8405.31,8303.8,8388.84,8388.84
2022-11-16,8450.33,8464.32,8403.63,8413.09,8413.09
2022-11-15,8514.13,8559.97,8399.27,8481.14,8481.14
2022-11-14,8449.79,8516.99,8406.61,8407.25,8407.25
2022-11-11,8418.27,8499.23,8378.95,8481.13,8481.13
2022-11-10,8198.25,8407.49,8198.25,8403.48,8403.48
2022-11-09,8094.56,8109.03,7952.46,7961.52,7961.52
2022-11-08,8103.98,8195.13,8039.98,8128.7,8128.7
2022-11-07,8028.35,8098.47,7994.17,8083.38,8083.38
2022-11-04,8000.78,8061,7875.29,8006.24,8006.24
2022-11-03,7921.59,7961.81,7851.83,7897.01,7897.01
2022-11-02,8175.6,8264.31,7979.18,7980.47,7980.47
2022-11-01,8279.94,8302.95,8158.97,8185.07,8185.07
2022-10-31,8238.9,8264.85,8200.16,8218.7,8218.7
2022-10-28,8082.98,8288.85,8082.98,8280.11,8280.11
2022-10-27,8138.79,8190.47,8072.87,8080.32,8080.32
2022-10-26,8121.54,8247.04,8116.51,8129.62,8129.62
2022-10-25,8062.52,8197.9,8062.52,8190.02,8190.02
2022-10-24,7986.87,8087.32,7940.72,8058.88,8058.88
2022-10-21,7760.01,7975.14,7742.03,7964.25,7964.25
2022-10-20,7830.55,7927.78,7759.8,7779.53,7779.53
2022-10-19,7857.87,7911.81,7780.98,7840.99,7840.99
2022-10-18,7950.47,7984.09,7823.07,7893.68,7893.68
2022-10-17,7720.89,7828.6,7720.89,7804.33,7804.33
2022-10-14,7831.07,7876.26,7596.06,7602.99,7602.99
2022-10-13,7467.18,7819.86,7408.63,7786.96,7786.96
2022-10-12,7620.99,7655.33,7582.17,7588.9,7588.9
2022-10-11,7627.83,7723.53,7570.49,7613.75,7613.75
2022-10-10,7738.07,7747.28,7612.23,7663.58,7663.58
2022-10-07,7864.44,7864.44,7681.27,7721.44,7721.44
2022-10-06,8000.91,8056.42,7932.72,7943.63,7943.63
2022-10-05,7961.36,8073.12,7895.33,8023.81,8023.81
2022-10-04,7902.54,8040.96,7902.54,8039.25,8039.25
2022-10-03,7655.14,7842.09,7644.64,7800,7800
2022-09-30,7706.03,7785.06,7599.97,7603.14,7603.14
2022-09-29,7818.06,7818.06,7655.44,7719.09,7719.09
2022-09-28,7743.86,7921.57,7718.27,7884.55,7884.55
2022-09-27,7814.29,7880.88,7681.39,7731.99,7731.99
2022-09-26,7804.97,7876.15,7726.13,7747.93,7747.93
2022-09-23,7903.14,7903.14,7732.03,7828.87,7828.87
2022-09-22,8018.1,8035.72,7947.88,7965.96,7965.96
2022-09-21,8205.45,8280.9,8032.73,8033.29,8033.29
2022-09-20,8213.15,8214.86,8112.49,8172.64,8172.64
2022-09-19,8156.29,8266.83,8135.96,8265.73,8265.73
2022-09-16,8227.03,8227.03,8132.96,8209.35,8209.35
2022-09-15,8335.05,8390.61,8241.29,8268.6,8268.6
2022-09-14,8351.34,8394.52,8290.88,8362.4,8362.4
2022-09-13,8554.17,8554.17,8307.72,8331.9,8331.9
2022-09-12,8652.12,8726.87,8651.53,8708.17,8708.17
2022-09-09,8523.74,8636.85,8522.87,8616.98,8616.98
2022-09-08,8390.7,8494.97,8356.98,8486.63,8486.63
2022-09-07,8280.45,8446.77,8273.67,8429.87,8429.87
2022-09-06,8327.69,8350.58,8232.41,8277.81,8277.81
2022-09-02,8464.18,8510.73,8273.24,8311.42,8311.42
2022-09-01,8336.93,8408.12,8267.31,8400.96,8400.96
2022-08-31,8472.5,8502.23,8374.09,8374.42,8374.42
2022-08-30,8555.3,8562.94,8394.34,8438.69,8438.69
2022-08-29,8542.08,8600.42,8504.41,8532.1,8532.1
2022-08-26,8887.29,8896.67,8588.95,8588.95,8588.95
2022-08-25,8792.77,8890.09,8779.37,8888.13,8888.13
2022-08-24,8735.91,8797.75,8720.4,8764.42,8764.42
2022-08-23,8747.63,8804.32,8728.82,8738.76,8738.76
2022-08-22,8879.36,8879.36,8741.17,8758.24,8758.24
2022-08-19,9027.95,9028.89,8928.27,8948.82,8948.82
2022-08-18,9043.71,9084,9019.63,9065.49,9065.49
2022-08-17,9056.87,9103.05,8999.43,9043.59,9043.59
2022-08-16,9075.48,9150.34,9050.09,9107.87,9107.87
2022-08-15,9031.6,9099.41,9006.19,9090.36,9090.36
2022-08-12,8936.97,9054.82,8926.64,9054.14,9054.14
2022-08-11,8943.62,9005.9,8886.71,8898.84,8898.84
2022-08-10,8841.28,8904.17,8833.28,8902.72,8902.72
2022-08-09,8739.85,8747.6,8695.15,8716.75,8716.75
2022-08-08,8788.08,8851.84,8730.01,8753.39,8753.39
2022-08-05,8700.9,8777.46,8686.15,8764.08,8764.08
2022-08-04,8783.78,8796.97,8742.29,8777.23,8777.23
2022-08-03,8683.8,8809.32,8683.49,8783.28,8783.28
2022-08-02,8675.45,8752.09,8624.41,8647.91,8647.91
